source,final_text,model,dominant_topic,dominant_topic_score
tiktok,[sticker] kata..,nmf,1,3.483406346390278e-05
tiktok,wiwi wowo,nmf,1,0.004798906305317735
tiktok,hentikan bpk,nmf,4,0.019100629031398617
tiktok,nyesel gua pilih ni🤦 ‍ 🤦 ‍,nmf,4,0.00909301654723008
tiktok,lucu uang korupsi,nmf,0,0.12324985637986839
tiktok,liat juta,nmf,4,0.0023351614544460746
tiktok,pak. mempertahankan makan bergizi gratis menghancurkan,nmf,1,0.0022537356618081428
tiktok,"terserah ajah, masyarakat mumet jd fokus kerja sj, cari duit menanggung utang negara🥺",nmf,1,0.021272281458845906
tiktok,bohongi bpk prabowo cr makan bergizi gratis,nmf,1,0.0978103584132219
tiktok,setuju makan bergizi gratis tidak dstop dikasi makan bergizi gratis anak kriteria sebutkan..tp anak ortuny tidak usah..soal korupsi cb cr skema spy makan bergizi gratis tidak jd bg koruptor,nmf,1,0.08494754233894827
tiktok,makan bergizi gratis rakyat indonesia makan. betul² tidak makan.,nmf,1,0.05979921230276331
tiktok,makan bergizi gratis berhenti,nmf,1,0.0032085386742074858
tiktok,makan bergizi gratis tidak dikorupsi ?,nmf,1,0.03061642500485947
tiktok,"prabowo stop, ini, laporan bagus terus, prabowo lanjut, iya gimana ngk terus, bawahan nya senang dana ngalir",nmf,2,0.05329574234258463
tiktok,keras kepala presiden,nmf,4,0.15227234288045388
tiktok,otak presiden terbuat iya,nmf,4,0.1871355533870641
tiktok,"wowo uang negara ygdikorupsi, tdk ditangkap y?",nmf,1,0.027382185667762154
tiktok,"makan ny turun lapangan., jangan terima laporan senang aja. lapangan bnyk menu makanan makan bergizi gratis up in tidak sesuai harga nya.",nmf,1,0.04736512254535745
tiktok,makan bergizi gratis maksa bngt,nmf,4,0.002524311363841247
tiktok,bergizi makan bergizi gratis ini?,nmf,1,0.00847445894142768
tiktok,ngomong lo,nmf,1,0.002924114132819752
tiktok,"mending turunkan audit desa indonesia pak, anggaran mubadzir",nmf,1,0.041224180103187506
tiktok,q menyesal pilih pk prabowo🤦‍ 🤦‍ 🤦‍,nmf,1,0.0399999905011049
tiktok,tidak .. lamjutkn presiden,nmf,4,0.3745311134924516
tiktok,"wes sak karepmu,",nmf,3,0.0033072777964120847
tiktok,omon omon omon. muak gw,nmf,4,0.014732578908500198
tiktok,makan bergizi gratis emng tidak salahgunakan iya pak?,nmf,1,0.0017854357930487308
tiktok,"perjuangan beliau sekian tahun,inikah tujuannya.",nmf,1,0.005259519703299496
tiktok,henti,nmf,0,0.0
tiktok,hadeh modelan presiden indonesia,nmf,4,0.2630338452143107
tiktok,morat marit tidak karuan,nmf,0,0.0
tiktok,ujung nya muncul pak? keliatan skali jd presiden lg. makan bergizi gratis mempertahankan jabatan bukan rakyat 🤣,nmf,4,0.09838908898716943
tiktok,"makan bergizi gratis truskn piyerode untng pk,",nmf,1,0.007254816012699004
tiktok,ambisius,nmf,0,0.0
tiktok,alhamdulillah bapa presiden keluarga mkn,nmf,4,0.09758284235336517
tiktok,makan bergizi gratis yo korupsi,nmf,0,0.13093661989193006
tiktok,tda sasaran mohon dibaca,nmf,1,0.006780078052734758
tiktok,lgian mahal,nmf,1,0.003901630186709969
tiktok,hayo kemaren nyoblos wkwk,nmf,1,0.001717841674637465
tiktok,hentikan makan bergizi gratis,nmf,4,0.019100629031398617
tiktok,"""tahun , lihat""",nmf,1,0.008489580828454845
tiktok,uang tdk dikorupsi anak anak makan bergizi gratis berlanjut…. lha makan bergizi gratis sarang korupsi kok…. gimana logikanya iya …… tembok keras kawan,nmf,1,0.10314932349155194
tiktok,nya program makan bergizi gratis parah korupsi nya,nmf,0,0.1484008696581265
tiktok,"setuju bnget makan bergizi gratis tiadakan.gnti pendidikan gratis.sy sbgai orang tua msih mpu mberi mkan anak"" ku.stop makan bergizi gratis",nmf,2,0.08292373768080559
tiktok,"ciptakan lapangan pekerjaan ,biar ortunya kerja layak biar kasih makan anaknya",nmf,1,0.04886465280423014
tiktok,bubarkan dpr biar tidak uang korupsi .. 🤣,nmf,0,0.09851651296624475
tiktok,"udah kena ""hipnotis""",nmf,1,0.01026930342330059
tiktok,program tujuannya bagus daerah makanan layak please 🥺,nmf,1,0.03315315938272936
tiktok,.p.s,nmf,0,0.0
tiktok,ttp bagikan uangnya ajah,nmf,1,0.0069815988932063625
tiktok,duwit pengola makan bergizi gratis bohong wo,nmf,0,0.006751571749759963
tiktok,makan bergizi gratis ajang korupsi,nmf,0,0.10821400544102545
tiktok,makan bergizi gratis ladang korupsi,nmf,0,0.19355171342543914
tiktok,"d makan bergizi gratis uang korupsi,",nmf,0,0.16087201599019557
tiktok,makan bergizi gratis korupsi,nmf,0,0.31648133545740204
tiktok,bikin video jangan clip clip thumbnail menyesatkan iya bang keliatan framing loh,nmf,1,0.01365086511999619
tiktok,"please wowo, geus eta makan bergizi gratis dikorupsi gede gedean, maksa pisan",nmf,1,0.013204726526675613
tiktok,makan bergizi gratis tidak korupsi kali,nmf,0,0.15809777914104073
tiktok,"presiden tukang masak, seneng bener ngasih makan, rakyat cari makan anak anak kami.",nmf,1,0.11022713405199519
tiktok,"makan bergizi gratis tu iya bagus, proses nya lihat pak.",nmf,1,0.026533298833865775
tiktok,presiden kt keras kepalak,nmf,4,0.22220461211941583
tiktok,duuhh orang orang tau bisnis orang orang,nmf,0,0.0017717787357552873
tiktok,nya uwang makan bergizi gratis nya koropsi bukan benci perogeram nya makan bergizi gratis,nmf,1,0.025523178453173413
tiktok,"wkwkwk drpd du korupsi katanya,,",nmf,0,0.14384167994519212
tiktok,", ,%pk pres",nmf,1,0.007254816012699004
tiktok,lihat makan bergizi gratis ladang korupsi,nmf,0,0.16724030330272574
tiktok,"beda kelasnya sby, serius.",nmf,1,0.002398739569512052
tiktok,berhematnya memberlakukan pembelajaran daring,nmf,1,0.0076177335794144685
tiktok,"iya makan bergizi gratis nya desa desa pak, kota anak pejabat",nmf,1,0.06215502499418613
tiktok,uang nya kasih orang tua nya bagus ..,nmf,1,0.05865548711424447
tiktok,proyeknya menguntungkan iya,nmf,1,0.0024089276718160663
tiktok,makan bergizi gratis berhentiin takut tidak dapet suara pemilu capres iya wo?,nmf,1,0.007906595796282726
tiktok,iya kiamat makan bergizi gratis berjalan,nmf,1,0.0054990544089203
tiktok,presiden angkuh,nmf,4,0.3745311134924516
tiktok,program makan bergizi gratis tidak korupsi,nmf,0,0.31648133545740204
tiktok,makan bergizi gratis nya rubah kasi uangnya orang tuanya produktif,nmf,1,0.009766913222504895
tiktok,"mending skolah stop pak..drpda makan bergizi gratis stop..kasian anak"" tidak makan enak makan bergizi gratis stop",nmf,2,0.1850480038902047
tiktok,"niat bapa bagus pa, program bapa bagus, tpi pengurusnya tdk menyalahgunakan uang makan bergizi gratis pa ber korupsi",nmf,0,0.05886476883011609
tiktok,sak karepmu kowe sing kuoso,nmf,1,0.0002734277108996929
tiktok,gengsi iya dihentikan,nmf,1,0.005842215853888972
tiktok,"rakyat bukan nya tidak setuju makan bergizi gratis bapak, mendukung , penyelenggaraan nya tidak transparan",nmf,1,0.043947687508424836
tiktok,periode ajh,nmf,3,0.4181709137467734
tiktok,maaf iya bapak.knp disekolah desa gk makan bergizi gratis skali.klu daring gmn anak sekolah desa.sekolah ny deket gk kendaraan.yg ad anak cm kebnyakan main,nmf,1,0.10327372544678823
tiktok,pendidikan gratis.,nmf,1,0.01821883668706865
tiktok,korupsi maksud gimana pa,nmf,0,0.10099486092632749
tiktok,pdhl makan bergizi gratis dikorupsi,nmf,1,0.019531021116916694
tiktok,makan bergizi gratis ngurangin syuting ngilangin,nmf,0,0.0
tiktok,udah engga ngerti presiden,nmf,4,0.11735355768886843
tiktok,bpk tidak lihat praktek korupsi program makan bergizi gratis,nmf,0,0.11641113158857617
tiktok,setuju,nmf,2,0.03279753185154907
tiktok,"makan bergizi gratis menguntungkan pak, anak anak makanan kayak pak. mendingan uangnya langsung dikasihkan anak anak orangtuanya, menjamin makanan anak anaknya .",nmf,1,0.1599320646223918
tiktok,mensejahterakan rakyat t,nmf,1,0.029628431659119436
tiktok,makan bergizi gratis pondasi kampanye,nmf,1,0.0017861529509094658
tiktok,mbgnya dikorupsi pak. gimana,nmf,1,0.019417146516209065
tiktok,mkn tpi tidak sekolah pak..kita butuh sekolah gratis,nmf,1,0.05609673926049295
tiktok,plenger plenger plenger,nmf,0,0.0
tiktok,bingung komen,nmf,1,0.0019694302449293232
tiktok,ganti kartu kip presiden,nmf,4,0.2310052957983753
tiktok,gmna makan bergizi gratis tdk d stop,nmf,2,0.14770296602826383
tiktok,kasih rakyat makan bergizi gratis rakyatnya gk bapa maksa,nmf,1,0.041052095362819764
tiktok,unofficial bgn bikin uu makan bergizi gratis permanen,nmf,1,0.005118855520737406
tiktok,lihat pk makanannya jdi sampah pk cek sekolah mubajir,nmf,1,0.03120182932816507
tiktok,d korupsi korupsi..,nmf,0,0.2114443564012858
tiktok,makan bergizi gratis jd ladang korupsi bpk.,nmf,0,0.19355171342543914
tiktok,bosen gur makan bergizi gratis makan bergizi gratis makan bergizi gratis aee,nmf,0,0.0
tiktok,stop makan bergizi gratis nya. menghamburkan uang pajak rakyat,nmf,2,0.1054842887280346
tiktok,doaku semoga cepat selesai,nmf,1,0.009402516759187593
tiktok,ide nya bagus berguna praktek nya disalah,nmf,1,0.017137470566706083
tiktok,makan bergizi gratis tidak dikorupsi?,nmf,1,0.03061642500485947
tiktok,the best presiden,nmf,4,0.3745311134924516
tiktok,"pk tu k makan bergizi gratis jalan, pangkas gaji dpr, mentri, presiden, makan bergizi gratis jalan",nmf,4,0.08105271859620253
tiktok,"hiraukan , tidak utamakan",nmf,0,0.0
tiktok,"alhamdulillah,,blt gigit jari,mbg dapat,,",nmf,1,0.008930595909644486
tiktok,sehat presdentku,nmf,1,0.025575504746830572
tiktok,presiden woy,nmf,4,0.3745311134924516
tiktok,politik,nmf,4,0.004859636077177742
tiktok,urusin mslh mkn bikin yayasan sosial,nmf,1,0.011750564073366226
tiktok,priode,nmf,1,0.0015674263428920904
tiktok,ngoceh gk,nmf,0,0.0
tiktok,rakyat butuh harga sembako murah pak..gk makan bergizi gratis x sehari rmhpun mkn..,nmf,1,0.025891582070722292
tiktok,stop mbg.presiden menutup mata suara rakyat. seenak jidat,nmf,4,0.12336036729896596
tiktok,nya makan bergizi gratis jd lahan korupsi presiden,nmf,4,0.13309253164423887
tiktok,lgi tantrum usia segini,nmf,2,0.0015985639508574903
tiktok,iya allah pakk capek bget liatnya ngomong,nmf,1,0.0050411607692941165
tiktok,presiden terbaik sedunia dibidang omon omon,nmf,4,0.10430569398769798
tiktok,pertahankan sampek kiamat,nmf,2,0.0025593884077023303
tiktok,prabowo makan bergizi gratis .,nmf,1,0.0978103584132219
tiktok,anak gue sekolah yariz innova zenix mbg.dikasi surat makan bergizi gratis tidak .coba sehari.lho menune enak.y,nmf,1,0.08044430109620772
tiktok,membuka juta pintu korupsi,nmf,0,0.11434540854174449
tiktok,"utang negara bapak,,masa presiden tidak paham",nmf,4,0.10926683575858824
tiktok,tolong makan bergizi gratis nya kasih kali sehari,nmf,1,0.029454591484144987
tiktok,"statement selevel presiden "" uang korupsi"" .. tidak ber bobot, pengawasan??. kpk kejaksaan??.. institusi tsb mandul mandul ??",nmf,4,0.10170956714128573
tiktok,anak indonesia sehat .bapak salah pakai uang tidak korupsi,nmf,1,0.09059963455032234
tiktok,setuju makan bergizi gratis tutup,nmf,2,0.01995300958883416
tiktok,"allah pa prabowo program makan bergizi gratis bagus, lapangan menu basi menu tidak sesuai kebanyakan korupsi, memilih presiden me stop program makan bergizi gratis",nmf,4,0.059720334558060244
tiktok,makan bergizi gratis tdk dikorupsi,nmf,1,0.03061642500485947
tiktok,program makan bergizi gratis uang korupsi,nmf,0,0.16087201599019557
tiktok,"stop makan bergizi gratis, tidak mensejahterakan rakyat",nmf,2,0.13119761753454712
tiktok,"makan bergizi gratis bertahan uang uang korupsi , dana makan bergizi gratis tidak korupsi uang nya memperkaya pejabat dalamnya",nmf,0,0.12394788505979379
tiktok,jangan buang buanga makanan nasi basin . prabowo tdk lihat anak- anak keracuna rakyat indonesia menolak makan bergizi gratis,nmf,1,0.15382738344878258
tiktok,s e t u j u,nmf,0,0.0
tiktok,prabowo makan bergizi gratis pakai uang jangan pakai rakyat gara gara makan bergizi gratis bahan pokok semua. makan bergizi gratis anak makan. coba pi,nmf,1,0.07275420649137064
tiktok,mending stop makan bergizi gratis pk,nmf,2,0.11980601546847745
tiktok,baik dana makan bergizi gratis alikan dana pendidikan gratis baik negeri swasta,nmf,1,0.0351880073888584
tiktok,"milih rakyat tidak mendengar keluhan rakyat bspak, ok lihat",nmf,1,0.03436309424660106
tiktok,"programnya bagus, cm sasaran warga desa pendapatannya desa tertinggal, rawan korupsi kolusi",nmf,0,0.04991069693681328
tiktok,bpk tidak takut makan bergizi gratis dijadikn ladang korupsi ?,nmf,0,0.148578166425466
tiktok,setuju probowo hentikan dn diturunkan jabatannya,nmf,2,0.014384612900507987
tiktok,"omon², bnyk cerita. sblm bpk jd presiden anak² tumbuh sehat. anak , sehat walafiat",nmf,4,0.07444444294808543
tiktok,agnesmo tidak logika,nmf,1,0.0006058172915451075
tiktok,presiden melek tidak,nmf,4,0.3745311134924516
tiktok,golput.,nmf,0,0.0
tiktok,bagus program makan bergizi gratis sj pelaksanaannya lapangan tdk sesuai harapan.,nmf,1,0.031151762106361048
tiktok,program bagus sasaran menimbulkan peluang korup meluas wo wo wo,nmf,1,0.009437891191080494
tiktok,makan bergizi gratis pak?,nmf,0,0.0
tiktok,"uang korupsi, tanda nya tidak memberantas korupsinya",nmf,0,0.10478555858328434
tiktok,stop makan bergizi gratis pak. uangkan,nmf,2,0.26664613885157523
tiktok,dikorupsi mending stop,nmf,2,0.10684382529648667
tiktok,halaah hemat pajak tanda pemerintah bobrok gk,nmf,1,0.011144480333710833
tiktok,"orang sudut pandang berbeda. pemikiran berbeda. orang at anak"" berangkat sekolah tidak uang saku allah bersyukur makan bergizi gratis. orang berkecukupan anggap sia"". tidak anak sekolah uang negara terbuang sia"". tergantung bersyukurnya",nmf,1,0.09341295873907174
tiktok,pa tolong beasiswa perbanyak,nmf,1,0.011085197540542801
tiktok,t e t a p lanjutkan makan bergizi gratis peresidenq… pejabat daerah korupsi pak..,nmf,0,0.10878556500897218
tiktok,sungsang?,nmf,0,0.0
tiktok,"hentikan presiden, program bermanfaat, makan bergizi gratis syarat korupsi bkn orang tua muridnya",nmf,4,0.1138371228670181
tiktok,"se-effort iya klau makan bergizi gratis guru honorer sengotot itu, tidak",nmf,1,0.006932168589885218
tiktok,ngotot,nmf,1,0.0045294082211573185
tiktok,nyetir,nmf,0,0.0
tiktok,ayam jatim dh k/kg telor k/kg,nmf,1,0.0029221641219508232
tiktok,berhentikan sj. makan bergizi gratis mkn. orgtua ksh mkn anknya.,nmf,1,0.008149009428021286
tiktok,investasi jangka,nmf,1,0.002858357852028598
tiktok,"makanannya tidak layak tuk konsumsi pak,di korupsi tidak tau kejadian lapangan coba evaluasi tidak evaluasi pertahankan gimana",nmf,0,0.05390869695084352
tiktok,maklum namanya manusia .,nmf,1,0.0025851056526193772
tiktok,"pak, makan bergizi gratis kmp stop",nmf,2,0.26664613885157523
tiktok,tidak makan bergizi gratis,nmf,0,0.0
tiktok,tmbh makan bergizi gratis memperbanyak korupsi,nmf,0,0.31648133545740204
tiktok,iya yodahh serah serah🤤,nmf,0,0.0
tiktok,stop makan bergizi gratis dikorupsi,nmf,2,0.19399829117579304
tiktok,hadeh konsepnya bagus realnya tidak sesuai,nmf,1,0.03432135601972629
tiktok,kebijakan bijak,nmf,1,0.0025717015699705903
tiktok,jaminan tidak program makan bergizi gratis tidak dikorupsi?,nmf,1,0.01741470978735362
tiktok,aceh sumatra liat jangan ngomong doang,nmf,1,0.015238992639168244
tiktok,omon omon .,nmf,4,0.014388864855925838
tiktok,tau tidak si makanan kasih berhenti,nmf,1,0.04067902265696081
tiktok,makan bergizi gratis gabisa d korupsi ini?,nmf,0,0.17158965362880846
tiktok,bagikan tidak bergizi,nmf,1,0.0028330552030390596
tiktok,"saja,,ampun kebijakannya,paraah",nmf,0,0.0
tiktok,dapur untung jt,nmf,1,0.010655639999627547
tiktok,"makan bergizi gratis dilanjutkan, presiden prabowo observasi terus, terima masukan rakyat, hnya terima laporan bawahan bagus² saja, ladang korupsi. berantas korupsi korupsi terdekat tidak",nmf,0,0.13538755478287468
tiktok,"makan ? udah makan ? mari tunjukan, pemberitaan iya, sidaknya betulan.",nmf,1,0.0068125696929825135
tiktok,bacotan tidak,nmf,0,0.0
tiktok,makan bergizi gratis tdk sampe d kampung prabowo,nmf,1,0.04498442833135759
tiktok,"lihat pelaksanaannya lapangan pak, tidak sppg amanah, ladang korupsi",nmf,0,0.11034511937608159
tiktok,uang anggaran pendapatan belanja negara iya bertahanlah..kalau saku pribadi udah bangkrut itu.,nmf,1,0.030614881033493992
tiktok,"p tolong jngn bnyk omon"" , pa",nmf,1,0.012977903338358607
tiktok,dihemat sampe pendidikan,nmf,1,0.015764614855690706
tiktok,paksa makan bergizi gratis,nmf,0,0.0
tiktok,makan bergizi gratis makan wo,nmf,0,0.006751571749759963
tiktok,nnya emng makan bergizi gratis bersih korup..pk,nmf,1,0.005396768534023813
tiktok,orak milih prabowo meneh,nmf,1,0.05642891058286789
tiktok,t anggaran makan bergizi gratis berpotensi korupsi..jangan malu hentikan makan bergizi gratis presiden,nmf,4,0.12927831248267074
tiktok,makan bergizi gratis ngga dikorupsi? kebnykan protes makan bergizi gratis tdk sesuai,nmf,1,0.02525469994944393
tiktok,makan bergizi gratis makan pak.kalau uang ngapain hemat bahan bakar minyak,nmf,1,0.020671924169652297
tiktok,puyeng dengerin omonganmu,nmf,1,0.0027134605466936634
tiktok,makan bergizi gratis ladang korup,nmf,0,0.03333681496260629
tiktok,definisi angel,nmf,1,0.0004161175181213659
tiktok,desa wo?,nmf,1,0.012854248251709702
tiktok,pake uangmu lh,nmf,1,0.005662753237003411
tiktok,"uang dikorupsi, mending beasiswa",nmf,1,0.036299540781882154
tiktok,presiden pemikiran nya simple ini?? bnyk lain.. kesehatan gratis.. pendidikan gratis.. setara rakyat indonesia,nmf,4,0.09398434083865745
tiktok,menunya kadang tidak,nmf,1,0.006012351514827196
tiktok,bukan kah makan bergizi gratis lahan korupsi juga?,nmf,0,0.08704559949749935
tiktok,paak makan bergizi gratis dbutuhkan🤲,nmf,0,0.0
tiktok,keberatan pk semenjak makan bergizi gratis brng mahal janda pedagang kaki susah cari uang janda thn ndk bantuan apapun,nmf,1,0.02171354558691573
tiktok,gaji pejabat mentri dipotong ngatasi krisis,nmf,1,0.007832791990311493
tiktok,nya makan bergizi gratis mlh membuka lapangan korupsi,nmf,0,0.10566796776073471
tiktok,hentikan makan bergizi gratis,nmf,4,0.019100629031398617
tiktok,menunya tentukan pusat.. jd menunya sabang marauke,nmf,1,0.0039332140373778595
tiktok,ngpain liat percaya menang,nmf,3,0.003391059164420606
tiktok,makzulkan om wowo🤣,nmf,1,0.003334821087347811
tiktok,orang nggemesi bngt,nmf,0,0.0009355018231615372
tiktok,harganya melonjak .bagai gk gizi w kayak,nmf,1,0.021794900485126324
tiktok,emangnya makan bergizi gratis tidak dikorupsi pak?,nmf,1,0.017519036809612722
tiktok,dimana bp liyat pk,nmf,1,0.006657504368540982
tiktok,turun lapangan biar tau..jangan istana mulu,nmf,1,0.028670674565176198
tiktok,"programnya bagus pak, tpi tolong pelaksananya diawasi, ngga amanah, terkesan buang anggaran",nmf,1,0.027317807999952752
tiktok,"prioritas,ambek arta. bertahap kelembagaan",nmf,4,0.003191817122180201
tiktok,tidak milih ah,nmf,4,0.00775996084723103
tiktok,bertahan kolaps,nmf,1,0.0032600465205861774
tiktok,"bukan msalah makan ,d makan bergizi gratis ladang basah .",nmf,0,0.03205517877310366
tiktok,makan bergizi gratis korupsi gmn to ..capek,nmf,0,0.1038415992215219
tiktok,"pertahankan ok, tolong pengawasan penanganannya ditingkatkan, jangan sampe programya dimanfaatkan orang membuka celah kkn. presiden terjun langsung, cek & scr dadakan berita miringnya ini, presiden tdk tertipu laporan bpk senang.",nmf,4,0.11017720192504106
tiktok,"curiga sebegitunya orang mempertahankan makan bergizi gratis ladang korup,dianggarkan /anak yy siswa rb perak,habisin pajak bersumber uanh raykat triliun",nmf,1,0.054810108948054694
tiktok,makan bergizi gratis bagus alangkah bagusnya dapur menunya atur samakan menunya,nmf,1,0.017191659966314412
tiktok,"makan bergizi gratis stop pengurus nya skrng bnyk korupsi ,smpe makanan nya h sesuai anggaran cek stop kasih uang nya perkk langsung tangan kk",nmf,2,0.10579419180512913
tiktok,makan bergizi gratis koperasi merah putih karpet merah prabowo,nmf,1,0.02304067256130604
tiktok,makan bergizi gratis gizi darimana?,nmf,1,0.03918209861133114
tiktok,"program nya presiden bagus , dana makan bergizi gratis sulap",nmf,4,0.17547672386274674
tiktok,btull bnyak sppg brgantung progam merauk untung,nmf,1,0.010953019639490528
tiktok,harap dimaklumi jalan susah udh lansia jdi wajar gg dikasih arahan kritik,nmf,1,0.01221356163552785
tiktok,iya tuhan cepat ambil presiden ku,nmf,4,0.10228936094481617
tiktok,tujuan niat benar tidak benar pengelola nya mendengar mencari fakta orang tua menolak makan bergizi gratis,nmf,1,0.017580138505223636
tiktok,buatkan om bowo akun tiktok..pliss,nmf,1,0.0007908352642217899
tiktok,makan bergizi gratis dikorupsi,nmf,1,0.03061642500485947
tiktok,"program iya bagus pak,,tapi bngt lahan korupsi nya",nmf,0,0.08533351051556996
tiktok,makan bergizi gratis roti salak kacang,nmf,1,0.00795048395127729
tiktok,"kiamat makan bergizi gratis tidak berhenti, modal",nmf,1,0.003265777729376829
tiktok,"duniawi pak, astaga ngapain periode dikejar pak, perbanyak akhirat nya",nmf,3,0.25468199080813314
tiktok,bukan makan bergizi gratis hentikan pensiun angota dpr tunjangan anggota dpr hentikan th anggota dpr masuk ganti orang pensiun .gaji,nmf,4,0.01776185259557702
tiktok,periode,nmf,3,0.4181709137467734
tiktok,terserah kaulah prawowo,nmf,4,0.005039443708378721
tiktok,makan bergizi gratis proyek jatah nya,nmf,1,0.005368654869710116
tiktok,makan bergizi gratis tdk dihentikan. makan bergizi gratis korupsi dilegalkan negara prabowo butuh modal,nmf,0,0.08281414497248178
tiktok,"coba makan bergizi gratis tutup , coba program lapangan kerja tetapkan makan bergizi gratis berjalan bapaknya kasih anaknya makan",nmf,1,0.04440685366503115
tiktok,sekolah daring makan bergizi gratis tetep jalan siswa ngambil makan bergizi gratis skolah tidak pake kendaraan,nmf,1,0.03292472272756364
tiktok,makan bergizi gratis korupsi tingkat,nmf,0,0.12868319199122896
tiktok,lu mikirnya gmn,nmf,1,0.007552078827672848
tiktok,korupsi makan bergizi gratis presiden tutup mata,nmf,4,0.11180276169339198
tiktok,gk benar tidak,nmf,1,0.013881392807356884
tiktok,uang makan bergizi gratis dikorupsi,nmf,1,0.043037009576558066
tiktok,tidak smua ank stanting .masih bnyk ank sehat n cerdas makan bergizi gratis .,nmf,1,0.017262266894376495
tiktok,lihat iya ..,nmf,1,0.013351867778481442
tiktok,"presiden, iya . uang korupsi, makan bergizi gratis basah korupsi.",nmf,0,0.18427509248912308
tiktok,"iya , jembatan merak bakauheni , orang ngantri orang stress, triliun anggaran nya , jalan tol kapal feri , dengar rakyat ,jangan asyik bertahan makan bergizi gratis makan bergizi gratis, orang tua ngasih makan anak nya loh.",nmf,1,0.07530969106043983
tiktok,ngeyel d ksih tau bnyk org,nmf,1,0.011073019478147728
tiktok,bukan program bp salah bp korup salah hah,nmf,1,0.013378505610411883
tiktok,"""uangnya ada"" kek denger belasan taun",nmf,1,0.007777046390090811
tiktok,pak?,nmf,0,0.0
tiktok,iya sngtt mempertahankan makan bergizi gratis,nmf,1,0.0022537356618081428
tiktok,pikiran nya makan bergizi gratis terus..apa nama nya presiden makan bergizi gratis. tidak pilih prabowo lgi.cukup priode pilih dia🤦,nmf,4,0.06532372997887377
tiktok,slsai,nmf,0,0.0
tiktok,lahh capek,nmf,1,0.0014063857721199678
tiktok,"prabowo tidak tau dana makan bergizi gratis tidak full dikasihkan,itu mebuka pintu pintu korupsi ,harusnya pengawasan ketat team",nmf,0,0.06899025666257587
tiktok,"bnyk korup dana makan bergizi gratis pak,",nmf,1,0.01482211252383304
tiktok,"giliran makan bergizi gratis ttp jln mati""an usahanya, giliran bahan bakar minyak sekolah suruh daring kebijakan model opo to",nmf,1,0.03074955696316672
tiktok,makan bergizi gratis d stop kiamat,nmf,2,0.1461808149365101
tiktok,bpk presiden anti kritik banget. . makan bergizi gratis sarang nya korupsi.,nmf,4,0.08574786100129715
tiktok,"huh makan bergizi gratis makan bergizi gratis, berat meninggalkan makan bergizi gratis, mensejahterakan rakyat ,",nmf,1,0.023054761849629214
tiktok,"makan bergizi gratis program bagus, anggaran pendapatan belanja negara nya surplus..",nmf,1,0.029588889465326416
tiktok,", lihat.. oh kesana arahnya",nmf,1,0.008252414394663322
tiktok,gk lihat bnyk makanan makan bergizi gratis dibuang,nmf,1,0.03571992717413226
tiktok,presiden tidak liat tiktok atw medsos lainnya..atw tutup mata telinga nya bawahan bawahan nya,nmf,4,0.0693408058556724
tiktok,tidak demo kah setop makan bergizi gratis,nmf,1,0.0021529492748799807
tiktok,bebal nya,nmf,0,0.00022426293571829853
tiktok,[sticker],nmf,1,3.483406346390278e-05
tiktok,milih pemimpin ini.,nmf,4,0.010649818990554744
tiktok,peluang korupsi persiden program bagus mainya biasa. program dijadikan ladang benis. tolong kaji makan bergizi gratis pak.biar programnya berjalan baik tegak lurus dengn ingikan. libatkan ahli gizi bener bener legalista .terimakasih,nmf,0,0.060216127612858085
tiktok,"setuju makan bergizi gratis dilanjutkan, disekitaran bnyk kalangan menengah bawah, makan bergizi gratis mkn buah apel, pir, lengkeng, ayam katsu, bnyk stunting juga.",nmf,1,0.024203059909408752
tiktok,"mbgx pas sasarannya syukur. tidak mbgx gizix..niatx bpk presiden benar, tpi pihak² dibawahx mengelolahx audit kuranggi sunting hrsx diperhatikan gizix, anak² cek ad perubahan gizix tdk?? tidak niat baikx hasilx. jangan kebaikanx disalahgunakan pihak² tertentu, khan kasihan??",nmf,4,0.07322469728401027
tiktok,"sayang makan bergizi gratis gampang basi, asem. ttp kebuang",nmf,1,0.004551521570506654
tiktok,makan bergizi gratis gaada korupsinya ?,nmf,0,0.004867992108653665
tiktok,makan bergizi gratis berkurangnya stunting,nmf,1,0.02028115090732543
tiktok,omon,nmf,4,0.01370165549008795
tiktok,rengserkan prabowo.. presiden cma menghabiskan angaran krna makan bergizi gratis. prabowo tidak program,nmf,4,0.11714443453134724
tiktok,makan bergizi gratis mlh mmbuka ladang korupsi..,nmf,0,0.19355171342543914
tiktok,oalah oalah wis bubar bubar,nmf,4,4.945402048845403e-05
tiktok,memilih presiden,nmf,4,0.1761981106008793
tiktok,periode saja..,nmf,3,0.4181709137467734
tiktok,"program mudah dikorup,lg negara delfisit program msih gas,tanpa bsa diusik",nmf,1,0.007946390941293817
tiktok,"anggaran makan bergizi gratis koprasi merah putih alihkan pupuk murah petani, hentikan pajak umkm biar berkembang usahanya pendidikan gratis % perguruan negeri",nmf,1,0.025405585807535196
tiktok,"smpai pertengahan komen, gk setuju makan bergizi gratis lanjutkan baik makan bergizi gratis uangnya alokasi sklh rusak gaji guru layak",nmf,1,0.029549302824933572
tiktok,makan bergizi gratis pengelolanya pejabat,nmf,1,0.005107623651081476
tiktok,makan bergizi gratis korupsi nya bapakk,nmf,0,0.31648133545740204
